Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4
0.016478240,0,0,0,0,0
0.016582400,0,0,0,1,0
0.016686400,0,0,0,0,0
0.016790720,0,0,0,1,0
0.016998880,0,0,0,0,0
0.017103040,0,0,0,1,0
0.017207200,0,0,0,0,0
0.017311520,0,0,0,1,0
0.017519840,0,0,0,0,0
0.017624000,0,0,0,1,0
0.017728160,0,0,0,0,0
0.017832320,0,0,0,1,0
0.017936480,0,0,0,0,0
0.018040800,0,0,0,1,0
0.018144960,0,0,0,0,0
0.018353440,0,0,0,1,0
0.018561760,0,0,0,0,0
0.018665920,0,0,0,1,0
0.018770080,0,0,0,0,0
0.018874240,0,0,0,1,0
0.019082560,0,0,0,0,0
0.019290880,0,0,0,1,0
0.019603360,0,0,0,0,0
0.019707520,0,0,0,1,0
0.019811520,0,0,0,0,0
0.020436640,0,0,0,1,0
0.020540640,0,0,0,0,0
0.020749120,0,0,0,1,0
0.020853280,0,0,0,0,0
0.020957440,0,0,0,1,0
0.021061600,0,0,0,0,0
0.021478400,0,0,0,1,0
0.021686560,0,0,0,0,0
0.021790720,0,0,0,1,0
0.021894880,0,0,0,0,0
0.022103200,0,0,0,1,0
0.022415520,0,0,0,0,0
0.022519840,0,0,0,1,0
0.022728000,0,0,0,0,0
0.022832320,0,0,0,1,0
0.022936320,0,0,0,0,0
0.023040640,0,0,0,1,0
0.023144640,0,0,0,0,0
0.023353120,0,0,0,1,0
0.023769600,0,0,0,0,0
0.023873920,0,0,0,1,0
0.023977920,0,0,0,0,0
0.024603040,0,0,0,1,0
0.024707200,0,0,0,0,0
0.024915520,0,0,0,1,0
0.025019680,0,0,0,0,0
0.025123840,0,0,0,1,0
0.025332160,0,0,0,0,0
0.025644640,0,0,0,1,0
0.025852960,0,0,0,0,0
0.025957120,0,0,0,1,0
0.026061280,0,0,0,0,0
0.026373760,0,0,0,1,0
0.026582080,0,0,0,0,0
0.026686240,0,0,0,1,0
0.026894560,0,0,0,0,0
0.026998720,0,0,0,1,0
0.027102880,0,0,0,0,0
0.027207040,0,0,0,1,0
0.027311040,0,0,0,0,0
0.027727680,0,0,0,1,0
0.027936000,0,0,0,0,0
0.028040160,0,0,0,1,0
0.028144320,0,0,0,0,0
0.028248480,0,0,0,1,0
0.028352640,0,0,0,0,0
0.028561120,0,0,0,1,0
0.028665120,0,0,0,0,0
0.028769440,0,0,0,1,0
0.028977600,0,0,0,0,0
0.029081920,0,0,0,1,0
0.029185920,0,0,0,0,0
0.029290240,0,0,0,1,0
0.029394400,0,0,0,0,0
0.029498560,0,0,0,1,0
0.029706880,0,0,0,0,0
0.029811040,0,0,0,1,0
0.030019360,0,0,0,0,0
0.030123520,0,0,0,1,0
0.030227680,0,0,0,0,0
0.030331840,0,0,0,1,0
0.030540160,0,0,0,0,0
0.030748480,0,0,0,1,0
0.031060960,0,0,0,0,0
0.031165280,0,0,0,1,0
0.031269280,0,0,0,0,0
0.031894400,0,0,0,1,0
0.031998560,0,0,0,0,0
0.032206880,0,0,0,1,0
0.032311040,0,0,0,0,0
0.032415200,0,0,0,1,0
0.032831840,0,0,0,0,0
0.032936000,0,0,0,1,0
0.033144320,0,0,0,0,0
0.033248480,0,0,0,1,0
0.033352640,0,0,0,0,0
0.033560960,0,0,0,1,0
0.033769280,0,0,0,0,0
0.033977600,0,0,0,1,0
0.034185920,0,0,0,0,0
0.034290080,0,0,0,1,0
0.034394240,0,0,0,0,0
0.034498400,0,0,0,1,0
0.034602400,0,0,0,0,0
0.034706720,0,0,0,1,0
0.034914880,0,0,0,0,0
0.035331680,0,0,0,1,0
0.035435680,0,0,0,0,0
0.035644160,0,0,0,1,0
0.035748320,0,0,0,0,0
0.035852480,0,0,0,1,0
0.035956640,0,0,0,0,0
0.036373440,0,0,0,1,0
0.036477600,0,0,0,0,0
0.036790080,0,0,0,1,0
0.036894240,0,0,0,0,0
0.036998400,0,0,0,1,0
0.037310880,0,0,0,0,0
0.037415040,0,0,0,1,0
0.037519200,0,0,0,0,0
0.037935840,0,0,0,1,0
0.038040000,0,0,0,0,0
0.038144160,0,0,0,1,0
0.038352480,0,0,0,0,0
0.038456800,0,0,0,1,0
0.038560800,0,0,0,0,0
0.038665120,0,0,0,1,0
0.038769120,0,0,0,0,0
0.039185760,0,0,0,1,0
0.039393920,0,0,0,0,0
0.039498240,0,0,0,1,0
0.039602240,0,0,0,0,0
0.039914560,0,0,0,1,0
0.040018720,0,0,0,0,0
0.040122880,0,0,0,1,0
0.040435360,0,0,0,0,0
0.040539680,0,0,0,1,0
0.040643680,0,0,0,0,0
0.041268800,0,0,0,1,0
0.041372800,0,0,0,0,0
0.041581280,0,0,0,1,0
0.041685280,0,0,0,0,0
0.041789600,0,0,0,1,0
0.041997760,0,0,0,0,0
0.042102080,0,0,0,1,0
0.042206080,0,0,0,0,0
0.042310400,0,0,0,1,0
0.042518560,0,0,0,0,0
0.042622880,0,0,0,1,0
0.042726880,0,0,0,0,0
0.042831040,0,0,0,1,0
0.042935200,0,0,0,0,0
0.043143680,0,0,0,1,0
0.043247840,0,0,0,0,0
0.043352000,0,0,0,1,0
0.043560320,0,0,0,0,0
0.043664480,0,0,0,1,0
0.043768640,0,0,0,0,0
0.043977120,0,0,0,1,0
0.044289600,0,0,0,0,0
0.044393760,0,0,0,1,0
0.044601920,0,0,0,0,0
0.044706240,0,0,0,1,0
0.044810240,0,0,0,0,0
0.045122880,0,0,0,1,0
0.045227040,0,0,0,0,0
0.045435360,0,0,0,1,0
0.045643680,0,0,0,0,0
0.045748000,0,0,0,1,0
0.045852000,0,0,0,0,0
0.046060480,0,0,0,1,0
0.046372800,0,0,0,0,0
0.046477120,0,0,0,1,0
0.046581120,0,0,0,0,0
0.046789600,0,0,0,1,0
0.046893600,0,0,0,0,0
0.047518720,0,0,0,1,0
0.047622720,0,0,0,0,0
0.047831200,0,0,0,1,0
0.047935360,0,0,0,0,0
0.048560480,0,0,0,1,0
0.048664640,0,0,0,0,0
0.048872960,0,0,0,1,0
0.048976960,0,0,0,0,0
0.049185440,0,0,0,1,0
0.049289440,0,0,0,0,0
0.049706080,0,0,0,1,0
0.049810240,0,0,0,0,0
0.049914560,0,0,0,1,0
0.050018720,0,0,0,0,0
0.050122880,0,0,0,1,0
0.050227040,0,0,0,0,0
0.050331360,0,0,0,1,0
0.050435360,0,0,0,0,0
0.050539520,0,0,0,1,0
0.050852000,0,0,0,0,0
0.050956160,0,0,0,1,0
0.051060160,0,0,0,0,0
0.051372640,0,0,0,1,0
0.051476800,0,0,0,0,0
0.051580960,0,0,0,1,0
0.051893280,0,0,0,0,0
0.051997600,0,0,0,1,0
0.052101600,0,0,0,0,0
0.052726560,0,0,0,1,0
0.052830720,0,0,0,0,0
0.053039040,0,0,0,1,0
0.053143200,0,0,0,0,0
0.053247360,0,0,0,1,0
0.053351520,0,0,0,0,0
0.053559840,0,0,0,1,0
0.053664000,0,0,0,0,0
0.053872320,0,0,0,1,0
0.053976480,0,0,0,0,0
0.054080640,0,0,0,1,0
0.054184800,0,0,0,0,0
0.054809760,0,0,0,1,0
0.054913920,0,0,0,0,0
0.055122240,0,0,0,1,0
0.055226400,0,0,0,0,0
0.055538880,0,0,0,1,0
0.055643040,0,0,0,0,0
0.055851360,0,0,0,1,0
0.056059680,0,0,0,0,0
0.056163840,0,0,0,1,0
0.056268000,0,0,0,0,0
0.056372160,0,0,0,1,0
0.056788800,0,0,0,0,0
0.056892960,0,0,0,1,0
0.057101280,0,0,0,0,0
0.057205440,0,0,0,1,0
0.057309600,0,0,0,0,0
0.057934720,0,0,0,1,0
0.058038880,0,0,0,0,0
0.058247200,0,0,0,1,0
0.058351200,0,0,0,0,0
0.058559520,0,0,0,1,0
0.058663680,0,0,0,0,0
0.058976160,0,0,0,1,0
0.059184480,0,0,0,0,0
0.059288640,0,0,0,1,0
0.059392800,0,0,0,0,0
0.059497120,0,0,0,1,0
0.059601120,0,0,0,0,0
0.059705440,0,0,0,1,0
0.059809600,0,0,0,0,0
0.060017920,0,0,0,1,0
0.060226240,0,0,0,0,0
0.060330400,0,0,0,1,0
0.060434560,0,0,0,0,0
0.060747200,0,0,0,1,0
0.060955520,0,0,0,0,0
0.061059680,0,0,0,1,0
0.061268000,0,0,0,0,0
0.061372160,0,0,0,1,0
0.061476320,0,0,0,0,0
0.061580480,0,0,0,1,0
0.061684640,0,0,0,0,0
0.061893120,0,0,0,1,0
0.061997120,0,0,0,0,0
0.062101440,0,0,0,1,0
0.062309760,0,0,0,0,0
0.062413920,0,0,0,1,0
0.062518080,0,0,0,0,0
0.062622240,0,0,0,1,0
0.062726400,0,0,0,0,0
0.062830560,0,0,0,1,0
0.062934720,0,0,0,0,0
0.063143200,0,0,0,1,0
0.063351520,0,0,0,0,0
0.063455680,0,0,0,1,0
0.063559840,0,0,0,0,0
0.063768160,0,0,0,1,0
0.063976480,0,0,0,0,0
0.064080640,0,0,0,1,0
0.064393120,0,0,0,0,0
0.064497440,0,0,0,1,0
0.064601600,0,0,0,0,0
0.064705760,0,0,0,1,0
0.064809920,0,0,0,0,0
0.064914080,0,0,0,1,0
0.065018240,0,0,0,0,0
0.065226560,0,0,0,1,0
0.065434880,0,0,0,0,0
0.065539200,0,0,0,1,0
0.065643200,0,0,0,0,0
0.066268320,0,0,0,1,0
0.066372480,0,0,0,0,0
0.066580800,0,0,0,1,0
0.066684960,0,0,0,0,0
0.067101760,0,0,0,1,0
0.067205760,0,0,0,0,0
0.067310080,0,0,0,1,0
0.067518400,0,0,0,0,0
0.067622560,0,0,0,1,0
0.067726720,0,0,0,0,0
0.067830880,0,0,0,1,0
0.067935040,0,0,0,0,0
0.068039200,0,0,0,1,0
0.068143360,0,0,0,0,0
0.068351840,0,0,0,1,0
0.068560000,0,0,0,0,0
0.068664320,0,0,0,1,0
0.068768480,0,0,0,0,0
0.069393440,0,0,0,1,0
0.069497440,0,0,0,0,0
0.069705760,0,0,0,1,0
0.069809920,0,0,0,0,0
0.070226400,0,0,0,1,0
0.070330560,0,0,0,0,0
0.070434720,0,0,0,1,0
0.070643040,0,0,0,0,0
0.070747200,0,0,0,1,0
0.070851360,0,0,0,0,0
0.070955520,0,0,0,1,0
0.071059680,0,0,0,0,0
0.071476320,0,0,0,1,0
0.071684640,0,0,0,0,0
0.071788960,0,0,0,1,0
0.071892960,0,0,0,0,0
0.071997280,0,0,0,1,0
0.072205440,0,0,0,0,0
0.072413920,0,0,0,1,0
0.072726400,0,0,0,0,0
0.072830560,0,0,0,1,0
0.072934720,0,0,0,0,0
0.073559680,0,0,0,1,0
0.073663840,0,0,0,0,0
0.073872160,0,0,0,1,0
0.073976320,0,0,0,0,0
0.074080480,0,0,0,1,0
0.074392960,0,0,0,0,0
0.074601440,0,0,0,1,0
0.074809600,0,0,0,0,0
0.074913920,0,0,0,1,0
0.075018080,0,0,0,0,0
0.075122240,0,0,0,1,0
0.075538880,0,0,0,0,0
0.075643040,0,0,0,1,0
0.075851360,0,0,0,0,0
0.075955520,0,0,0,1,0
0.076059680,0,0,0,0,0
0.076372320,0,0,0,1,0
0.076476320,0,0,0,0,0
0.076580640,0,0,0,1,0
0.076893120,0,0,0,0,0
0.076997280,0,0,0,1,0
0.077101440,0,0,0,0,0
0.077726400,0,0,0,1,0
0.077830560,0,0,0,0,0
0.078038880,0,0,0,1,0
0.078143040,0,0,0,0,0
0.078247200,0,0,0,1,0
0.078455520,0,0,0,0,0
0.078664000,0,0,0,1,0
0.078976320,0,0,0,0,0
0.079080640,0,0,0,1,0
0.079184640,0,0,0,0,0
0.079288960,0,0,0,1,0
0.079705600,0,0,0,0,0
0.079809760,0,0,0,1,0
0.080018080,0,0,0,0,0
0.080122240,0,0,0,1,0
0.080226400,0,0,0,0,0
0.080330560,0,0,0,1,0
0.080434720,0,0,0,0,0
0.080538880,0,0,0,1,0
0.080747200,0,0,0,0,0
0.080851360,0,0,0,1,0
0.081059680,0,0,0,0,0
0.081163840,0,0,0,1,0
0.081268000,0,0,0,0,0
0.081372320,0,0,0,1,0
0.081476320,0,0,0,0,0
0.081580640,0,0,0,1,0
0.081684640,0,0,0,0,0
0.081892960,0,0,0,1,0
0.082101280,0,0,0,0,0
0.082205440,0,0,0,1,0
0.082309440,0,0,0,0,0
0.082622080,0,0,0,1,0
0.082726240,0,0,0,0,0
0.082830400,0,0,0,1,0
0.083142880,0,0,0,0,0
0.083247040,0,0,0,1,0
0.083351200,0,0,0,0,0
0.083768000,0,0,0,1,0
0.083872160,0,0,0,0,0
0.083976320,0,0,0,1,0
0.084184480,0,0,0,0,0
0.084288800,0,0,0,1,0
0.084392800,0,0,0,0,0
0.084497120,0,0,0,1,0
0.084601120,0,0,0,0,0
0.084809440,0,0,0,1,0
0.084913600,0,0,0,0,0
0.085017760,0,0,0,1,0
0.085226080,0,0,0,0,0
0.085330240,0,0,0,1,0
0.085434400,0,0,0,0,0
0.085642720,0,0,0,1,0
0.085955040,0,0,0,0,0
0.086059200,0,0,0,1,0
0.086267520,0,0,0,0,0
0.086371680,0,0,0,1,0
0.086475840,0,0,0,0,0
0.086580000,0,0,0,1,0
0.086892320,0,0,0,0,0
0.087100640,0,0,0,1,0
0.087308960,0,0,0,0,0
0.087413120,0,0,0,1,0
0.087517120,0,0,0,0,0
0.088141920,0,0,0,1,0
0.088246080,0,0,0,0,0
0.088454400,0,0,0,1,0
0.088558560,0,0,0,0,0
0.088766880,0,0,0,1,0
0.089079360,0,0,0,0,0
0.089183680,0,0,0,1,0
0.089391840,0,0,0,0,0
0.089496000,0,0,0,1,0
0.089600160,0,0,0,0,0
0.089704480,0,0,0,1,0
0.089808480,0,0,0,0,0
0.089912800,0,0,0,1,0
0.090016800,0,0,0,0,0
0.090225280,0,0,0,1,0
0.090433600,0,0,0,0,0
0.090537760,0,0,0,1,0
0.090641920,0,0,0,0,0
0.090746080,0,0,0,1,0
0.091058560,0,0,0,0,0
0.091162880,0,0,0,1,0
0.091475360,0,0,0,0,0
0.091579520,0,0,0,1,0
0.091683680,0,0,0,0,0
0.091892000,0,0,0,1,0
0.092204480,0,0,0,0,0
0.092308800,0,0,0,1,0
0.092412800,0,0,0,0,0
0.092621120,0,0,0,1,0
0.092725280,0,0,0,0,0
0.092933760,0,0,0,1,0
0.093037920,0,0,0,0,0
0.093350400,0,0,0,1,0
0.093454560,0,0,0,0,0
0.093662880,0,0,0,1,0
0.093766880,0,0,0,0,0
0.093871040,0,0,0,1,0
0.093975200,0,0,0,0,0
0.094079360,0,0,0,1,0
0.094287680,0,0,0,0,0
0.094704640,0,0,0,1,0
0.094808640,0,0,0,0,0
0.095016960,0,0,0,1,0
0.095121120,0,0,0,0,0
0.095225440,0,0,0,1,0
0.095329600,0,0,0,0,0
0.095746240,0,0,0,1,0
0.095850240,0,0,0,0,0
0.095954560,0,0,0,1,0
0.096058560,0,0,0,0,0
0.096162880,0,0,0,1,0
0.096371040,0,0,0,0,0
0.096787680,0,0,0,1,0
0.096891840,0,0,0,0,0
0.097100160,0,0,0,1,0
0.097204320,0,0,0,0,0
0.097308480,0,0,0,1,0
0.097412640,0,0,0,0,0
0.097829280,0,0,0,1,0
0.097933440,0,0,0,0,0
0.098141760,0,0,0,1,0
0.098245920,0,0,0,0,0
0.098558400,0,0,0,1,0
0.098662560,0,0,0,0,0
0.098870880,0,0,0,1,0
0.098975040,0,0,0,0,0
0.099287520,0,0,0,1,0
0.099391520,0,0,0,0,0
0.099495840,0,0,0,1,0
0.099599840,0,0,0,0,0
0.099704000,0,0,0,1,0
0.099808160,0,0,0,0,0
0.099912320,0,0,0,1,0
0.100016480,0,0,0,0,0
0.100433280,0,0,0,1,0
0.100537280,0,0,0,0,0
0.100641600,0,0,0,1,0
0.100849760,0,0,0,0,0
0.100954080,0,0,0,1,0
0.101058240,0,0,0,0,0
0.101162400,0,0,0,1,0
0.101266560,0,0,0,0,0
0.101370720,0,0,0,1,0
0.101474880,0,0,0,0,0
0.101683200,0,0,0,1,0
0.101891520,0,0,0,0,0
0.101995680,0,0,0,1,0
0.102099840,0,0,0,0,0
0.102308160,0,0,0,1,0
0.102620640,0,0,0,0,0
0.102724800,0,0,0,1,0
0.102933120,0,0,0,0,0
0.103037440,0,0,0,1,0
0.103141440,0,0,0,0,0
0.103766560,0,0,0,1,0
0.103870560,0,0,0,0,0
0.104079040,0,0,0,1,0
0.104183040,0,0,0,0,0
0.104391520,0,0,0,1,0
0.104599840,0,0,0,0,0
0.104808320,0,0,0,1,0
0.105016480,0,0,0,0,0
0.105120640,0,0,0,1,0
0.105224800,0,0,0,0,0
0.105328960,0,0,0,1,0
0.105745440,0,0,0,0,0
0.105849760,0,0,0,1,0
0.106057920,0,0,0,0,0
0.106162080,0,0,0,1,0
0.106266080,0,0,0,0,0
0.106474400,0,0,0,1,0
0.106578560,0,0,0,0,0
0.106786880,0,0,0,1,0
0.107099520,0,0,0,0,0
0.107203680,0,0,0,1,0
0.107307840,0,0,0,0,0
0.107932960,0,0,0,1,0
0.108037120,0,0,0,0,0
0.108245440,0,0,0,1,0
0.108349440,0,0,0,0,0
0.108766080,0,0,0,1,0
0.108870240,0,0,0,0,0
0.109078560,0,0,0,1,0
0.109182720,0,0,0,0,0
0.109286880,0,0,0,1,0
0.109391040,0,0,0,0,0
0.109495200,0,0,0,1,0
0.109599360,0,0,0,0,0
0.109703680,0,0,0,1,0
0.109807680,0,0,0,0,0
0.110016000,0,0,0,1,0
0.110224320,0,0,0,0,0
0.110328480,0,0,0,1,0
0.110432480,0,0,0,0,0
0.110536640,0,0,0,1,0
0.110640800,0,0,0,0,0
0.111057440,0,0,0,1,0
0.111265600,0,0,0,0,0
0.111369920,0,0,0,1,0
0.111473920,0,0,0,0,0
0.111682400,0,0,0,1,0
0.111890560,0,0,0,0,0
0.111994880,0,0,0,1,0
0.112307200,0,0,0,0,0
0.112411520,0,0,0,1,0
0.112515520,0,0,0,0,0
0.112619840,0,0,0,1,0
0.112723840,0,0,0,0,0
0.112828160,0,0,0,1,0
0.112932160,0,0,0,0,0
0.113140640,0,0,0,1,0
0.113348800,0,0,0,0,0
0.113453120,0,0,0,1,0
0.113557120,0,0,0,0,0
0.113765600,0,0,0,1,0
0.114077920,0,0,0,0,0
0.114182240,0,0,0,1,0
0.114390400,0,0,0,0,0
0.114494720,0,0,0,1,0
0.114598720,0,0,0,0,0
0.114703040,0,0,0,1,0
0.115015360,0,0,0,0,0
0.115223840,0,0,0,1,0
0.115328000,0,0,0,0,0
0.115536480,0,0,0,1,0
0.115640480,0,0,0,0,0
0.115744640,0,0,0,1,0
0.115952960,0,0,0,0,0
0.116161280,0,0,0,1,0
0.116473760,0,0,0,0,0
0.116578080,0,0,0,1,0
0.116682080,0,0,0,0,0
0.117307200,0,0,0,1,0
0.117411360,0,0,0,0,0
0.117619840,0,0,0,1,0
0.117724000,0,0,0,0,0
0.117828160,0,0,0,1,0
0.118036480,0,0,0,0,0
0.118244800,0,0,0,1,0
0.118557280,0,0,0,0,0
0.118661600,0,0,0,1,0
0.118765600,0,0,0,0,0
0.118869920,0,0,0,1,0
0.118974080,0,0,0,0,0
0.119390720,0,0,0,1,0
0.119599040,0,0,0,0,0
0.119703200,0,0,0,1,0
0.119807360,0,0,0,0,0
0.119911520,0,0,0,1,0
0.120119840,0,0,0,0,0
0.120224000,0,0,0,1,0
0.120328160,0,0,0,0,0
0.120432320,0,0,0,1,0
0.120640480,0,0,0,0,0
0.120744800,0,0,0,1,0
0.120848960,0,0,0,0,0
0.120953120,0,0,0,1,0
0.121057280,0,0,0,0,0
0.121161440,0,0,0,1,0
0.121265600,0,0,0,0,0
0.121473920,0,0,0,1,0
0.121682240,0,0,0,0,0
0.121786400,0,0,0,1,0
0.121890560,0,0,0,0,0
0.122203200,0,0,0,1,0
0.122411360,0,0,0,0,0
0.122515680,0,0,0,1,0
0.122619680,0,0,0,0,0
0.122828160,0,0,0,1,0
0.122932160,0,0,0,0,0
0.123557280,0,0,0,1,0
0.123661440,0,0,0,0,0
0.123869920,0,0,0,1,0
0.123974080,0,0,0,0,0
0.124078240,0,0,0,1,0
0.124182400,0,0,0,0,0
0.124286560,0,0,0,1,0
0.124494880,0,0,0,0,0
0.124599040,0,0,0,1,0
0.124807200,0,0,0,0,0
0.124911360,0,0,0,1,0
0.125015360,0,0,0,0,0
0.125119520,0,0,0,1,0
0.125223680,0,0,0,0,0
0.125640480,0,0,0,1,0
0.125848800,0,0,0,0,0
0.125953120,0,0,0,1,0
0.126057120,0,0,0,0,0
0.126265600,0,0,0,1,0
0.126577920,0,0,0,0,0
0.126682080,0,0,0,1,0
0.126890240,0,0,0,0,0
0.126994400,0,0,0,1,0
0.127098560,0,0,0,0,0
0.127411040,0,0,0,1,0
0.127619360,0,0,0,0,0
0.127723680,0,0,0,1,0
0.127827840,0,0,0,0,0
0.128036160,0,0,0,1,0
0.128140320,0,0,0,0,0
0.128765440,0,0,0,1,0
0.128869600,0,0,0,0,0
0.129077920,0,0,0,1,0
0.129182080,0,0,0,0,0
0.129286240,0,0,0,1,0
0.129598560,0,0,0,0,0
0.129702880,0,0,0,1,0
0.130015200,0,0,0,0,0
0.130119360,0,0,0,1,0
0.130223520,0,0,0,0,0
0.130431840,0,0,0,1,0
0.130535840,0,0,0,0,0
0.130744320,0,0,0,1,0
0.131056640,0,0,0,0,0
0.131160800,0,0,0,1,0
0.131264960,0,0,0,0,0
0.131369120,0,0,0,1,0
0.131473120,0,0,0,0,0
0.131681600,0,0,0,1,0
0.131785760,0,0,0,0,0
0.131890080,0,0,0,1,0
0.132098400,0,0,0,0,0
0.132202560,0,0,0,1,0
0.132306720,0,0,0,0,0
0.132619200,0,0,0,1,0
0.132723200,0,0,0,0,0
0.132827520,0,0,0,1,0
0.133140160,0,0,0,0,0
0.133244320,0,0,0,1,0
0.133348480,0,0,0,0,0
0.133452800,0,0,0,1,0
0.133556960,0,0,0,0,0
0.133661120,0,0,0,1,0
0.133765280,0,0,0,0,0
0.133973600,0,0,0,1,0
0.134181920,0,0,0,0,0
0.134286240,0,0,0,1,0
0.134390400,0,0,0,0,0
0.135015360,0,0,0,1,0
0.135119520,0,0,0,0,0
0.135327840,0,0,0,1,0
0.135432000,0,0,0,0,0
0.135536160,0,0,0,1,0
0.135640320,0,0,0,0,0
0.135848640,0,0,0,1,0
0.135952800,0,0,0,0,0
0.136057120,0,0,0,1,0
0.136265280,0,0,0,0,0
0.136369600,0,0,0,1,0
0.136473760,0,0,0,0,0
0.136786240,0,0,0,1,0
0.136890400,0,0,0,0,0
0.136994560,0,0,0,1,0
0.137307040,0,0,0,0,0
0.137411200,0,0,0,1,0
0.137515360,0,0,0,0,0
0.138140320,0,0,0,1,0
0.138244480,0,0,0,0,0
0.138452800,0,0,0,1,0
0.138556960,0,0,0,0,0
0.138661120,0,0,0,1,0
0.138765280,0,0,0,0,0
0.138869600,0,0,0,1,0
0.138973600,0,0,0,0,0
0.139077920,0,0,0,1,0
0.139390240,0,0,0,0,0
0.139494560,0,0,0,1,0
0.139598560,0,0,0,0,0
0.140119520,0,0,0,1,0
0.140432000,0,0,0,0,0
0.140536160,0,0,0,1,0
0.140640320,0,0,0,0,0
0.140744480,0,0,0,1,0
0.140848480,0,0,0,0,0
0.141265120,0,0,0,1,0
0.141369120,0,0,0,0,0
0.141577600,0,0,0,1,0
0.141681760,0,0,0,0,0
0.141890080,0,0,0,1,0
0.141994240,0,0,0,0,0
0.142306720,0,0,0,1,0
0.142410880,0,0,0,0,0
0.142619200,0,0,0,1,0
0.142723360,0,0,0,0,0
0.142827520,0,0,0,1,0
0.142931520,0,0,0,0,0
0.143035840,0,0,0,1,0
0.143244000,0,0,0,0,0
0.143660640,0,0,0,1,0
0.143764800,0,0,0,0,0
0.143973120,0,0,0,1,0
0.144077280,0,0,0,0,0
0.144181440,0,0,0,1,0
0.144285600,0,0,0,0,0
0.144702240,0,0,0,1,0
0.144806240,0,0,0,0,0
0.144910560,0,0,0,1,0
0.145014560,0,0,0,0,0
0.145118720,0,0,0,1,0
0.145326880,0,0,0,0,0
0.145743360,0,0,0,1,0
0.145847520,0,0,0,0,0
0.146055840,0,0,0,1,0
0.146160000,0,0,0,0,0
0.146264160,0,0,0,1,0
0.146368320,0,0,0,0,0
0.146784960,0,0,0,1,0
0.146889120,0,0,0,0,0
0.147097440,0,0,0,1,0
0.147201600,0,0,0,0,0
0.147514080,0,0,0,1,0
0.147618080,0,0,0,0,0
0.147826400,0,0,0,1,0
0.147930560,0,0,0,0,0
0.148034720,0,0,0,1,0
0.148138880,0,0,0,0,0
