name,type,start_time,duration,"data"
"Async Serial","data",1.60413872,0.00098944," "
"Async Serial","data",1.60518032,0.00098944,"i"
"Async Serial","data",1.60622144,0.00098944,"n"
"Async Serial","data",1.6072632,0.00098944," "
"Async Serial","data",1.6083048,0.00098944,"t"
"Async Serial","data",1.60934672,0.00098944,"h"
"Async Serial","data",1.61038832,0.00098944,"e"
"Async Serial","data",1.61142976,0.00098944," "
"Async Serial","data",1.61247136,0.00098944,"p"
"Async Serial","data",1.61351312,0.00098944,"h"
"Async Serial","data",1.61455472,0.00098944,"o"
"Async Serial","data",1.61559632,0.00098944,"t"
"Async Serial","data",1.61663776,0.00098944,"o"
"Async Serial","data",1.6176792,0.00098944,"g"
"Async Serial","data",1.6187208,0.00098944,"r"
"Async Serial","data",1.61976224,0.00098944,"a"
"Async Serial","data",1.62080416,0.00098944,"p"
"Async Serial","data",1.62184592,0.00098944,"h"
"Async Serial","data",1.62288768,0.00098944,"s"
"Async Serial","data",1.62392912,0.00098944,"."
"Async Serial","data",1.62497072,0.00098944," "
"Async Serial","data",1.62601232,0.00098944," "
"Async Serial","data",1.62705392,0.00098944,"B"
"Async Serial","data",1.62809568,0.00098944,"y"
"Async Serial","data",1.62913744,0.00098944," "
"Async Serial","data",1.63017888,0.00098944,"y"
"Async Serial","data",1.63122064,0.00098944,"o"
"Async Serial","data",1.63226224,0.00098944,"u"
"Async Serial","data",1.633304,0.00098944,"r"
"Async Serial","data",1.6343456,0.00098944," "
"Async Serial","data",1.63538736,0.00098944,"o"
"Async Serial","data",1.63642896,0.00098944,"w"
"Async Serial","data",1.63747056,0.00098944,"n"
"Async Serial","data",1.63851232,0.00098944," "
"Async Serial","data",1.63955392,0.00098944,"a"
"Async Serial","data",1.64059568,0.00098944,"d"
"Async Serial","data",1.64163728,0.00098944,"m"
"Async Serial","data",1.64267904,0.00098944,"i"
"Async Serial","data",1.64372064,0.00098944,"s"
"Async Serial","data",1.64476256,0.00098944,"s"
"Async Serial","data",1.64580432,0.00098944,"i"
"Async Serial","data",1.64684576,0.00098944,"o"
"Async Serial","data",1.6478872,0.00098944,"n"
"Async Serial","data",1.64892896,0.00098944," "
"Async Serial","data",1.64997056,0.00098944,"y"
"Async Serial","data",1.65101232,0.00098944,"o"
"Async Serial","data",1.65205376,0.00098944,"u"
"Async Serial","data",1.65309552,0.00098944," "
"Async Serial","data",1.65413712,0.00098944,"o"
"Async Serial","data",1.65517872,0.00098944,"n"
"Async Serial","data",1.65622016,0.00098944,"l"
"Async Serial","data",1.65726176,0.00098944,"y"
"Async Serial","data",1.65830336,0.00098944,""
"Async Serial","data",1.65934496,0.00098944,"
"
"Async Serial","data",1.66038672,0.00098944,"s"
"Async Serial","data",1.66142848,0.00098944,"a"
"Async Serial","data",1.66247024,0.00098944,"w"
"Async Serial","data",1.66351168,0.00098944," "
"Async Serial","data",1.66455328,0.00098944,"a"
"Async Serial","data",1.66559488,0.00098944," "
"Async Serial","data",1.66663664,0.00098944,"b"
"Async Serial","data",1.66767824,0.00098944,"i"
"Async Serial","data",1.66872,0.00098944,"r"
"Async Serial","data",1.66976176,0.00098944,"d"
"Async Serial","data",1.67080336,0.00098944,"."
"Async Serial","data",1.67184512,0.00098944,""""
"Async Serial","data",1.67288704,0.00098944,""
"Async Serial","data",1.67392864,0.00098944,"
"
"Async Serial","data",1.6749704,0.00098944,""
"Async Serial","data",1.67601184,0.00098944,"
"
"Async Serial","data",1.67705328,0.00098944,"F"
"Async Serial","data",1.67809472,0.00098944,"C"
"Async Serial","data",1.67913632,0.00098944,"S"
"Async Serial","data",1.68017792,0.00098944,"C"
"Async Serial","data",1.68121952,0.00098944,"{"
"Async Serial","data",1.68226096,0.00098944,"b"
"Async Serial","data",1.6833024,0.00098944,"1"
"Async Serial","data",1.68434416,0.00098944,"d"
"Async Serial","data",1.68538576,0.00098944,"e"
"Async Serial","data",1.68642736,0.00098944,"e"
"Async Serial","data",1.68746912,0.00098944,"4"
"Async Serial","data",1.68851072,0.00098944,"e"
"Async Serial","data",1.68955232,0.00098944,"e"
"Async Serial","data",1.69059408,0.00098944,"a"
"Async Serial","data",1.69163568,0.00098944,"d"
"Async Serial","data",1.69267728,0.00098944,"f"
"Async Serial","data",1.69371904,0.00098944,"6"
"Async Serial","data",1.69476064,0.00098944,"c"
"Async Serial","data",1.69580224,0.00098944,"4"
"Async Serial","data",1.69684352,0.00098944,"e"
"Async Serial","data",1.69788528,0.00098944,"6"
"Async Serial","data",1.69892704,0.00098944,"0"
"Async Serial","data",1.69996848,0.00098944,"a"
"Async Serial","data",1.70101008,0.00098944,"e"
"Async Serial","data",1.70205168,0.00098944,"b"
"Async Serial","data",1.70309328,0.00098944,"1"
"Async Serial","data",1.70413472,0.00098944,"4"
"Async Serial","data",1.70517648,0.00098944,"2"
"Async Serial","data",1.70621808,0.00098944,"b"
"Async Serial","data",1.70725952,0.00098944,"0"
"Async Serial","data",1.70830144,0.00098944,"b"
"Async Serial","data",1.70934304,0.00098944,"4"
"Async Serial","data",1.71038464,0.00098944,"8"
"Async Serial","data",1.71142624,0.00098944,"6"
"Async Serial","data",1.71246752,0.00098944,"3"
"Async Serial","data",1.71350928,0.00098944,"4"
"Async Serial","data",1.71455088,0.00098944,"4"
"Async Serial","data",1.71559248,0.00098944,"e"
"Async Serial","data",1.71663408,0.00098944,"6"
"Async Serial","data",1.71767552,0.00098944,"4"
"Async Serial","data",1.71871712,0.00098944,"b"
"Async Serial","data",1.71975872,0.00098944,"1"
"Async Serial","data",1.72080032,0.00098944,"2"
"Async Serial","data",1.72184192,0.00098944,"b"
"Async Serial","data",1.72288352,0.00098944,"4"
"Async Serial","data",1.72392512,0.00098944,"0"
"Async Serial","data",1.72496672,0.00098944,"d"
"Async Serial","data",1.72600832,0.00098944,"1"
"Async Serial","data",1.72704976,0.00098944,"0"
"Async Serial","data",1.72809136,0.00098944,"4"
"Async Serial","data",1.7291328,0.00098944,"6"
"Async Serial","data",1.73017456,0.00098944,"d"
"Async Serial","data",1.73121616,0.00098944,"e"
"Async Serial","data",1.73225776,0.00098944,"9"
"Async Serial","data",1.73329952,0.00098944,"5"
"Async Serial","data",1.73434128,0.00098944,"c"
"Async Serial","data",1.73538288,0.00098944,"8"
"Async Serial","data",1.73642448,0.00098944,"9"
"Async Serial","data",1.73746608,0.00098944,"b"
"Async Serial","data",1.73850752,0.00098944,"a"
"Async Serial","data",1.73954928,0.00098944,"5"
"Async Serial","data",1.74059104,0.00098944,"e"
"Async Serial","data",1.7416328,0.00098944,"2"
"Async Serial","data",1.7426744,0.00098944,"3"
"Async Serial","data",1.74371616,0.00098944,"a"
"Async Serial","data",1.74475776,0.00098944,"9"
"Async Serial","data",1.74579936,0.00098944,"9"
"Async Serial","data",1.74684128,0.00098944,"2"
"Async Serial","data",1.74788272,0.00098944,"5"
"Async Serial","data",1.74892432,0.00098944,"}"
"Async Serial","data",1.74996624,0.00098944,""
"Async Serial","data",1.75100784,0.00098944,"
"
"Async Serial","data",1.7520496,0.00098944,""
"Async Serial","data",1.75309136,0.00098944,"
"
"Async Serial","data",1.75413296,0.00098944,""""
"Async Serial","data",1.75517472,0.00098944,"A"
"Async Serial","data",1.75621632,0.00098944," "
"Async Serial","data",1.75725776,0.00098944,"p"
"Async Serial","data",1.75829936,0.00098944,"t"
"Async Serial","data",1.75934096,0.00098944,"e"
"Async Serial","data",1.7603824,0.00098944,"r"
"Async Serial","data",1.761424,0.00098944,"o"
"Async Serial","data",1.76246544,0.00098944,"d"
"Async Serial","data",1.76350704,0.00098944,"a"
"Async Serial","data",1.76454864,0.00098944,"c"
"Async Serial","data",1.76559008,0.00098944,"t"
"Async Serial","data",1.76663184,0.00098944,"y"
"Async Serial","data",1.76767344,0.00098944,"l"
"Async Serial","data",1.76871504,0.00098944,"."
"Async Serial","data",1.76975664,0.00098944,""""
"Async Serial","data",1.77079824,0.00098944,""
"Async Serial","data",1.77183968,0.00098944,"
"
"Async Serial","data",1.77288144,0.00098944,""
"Async Serial","data",1.77392304,0.00098944,"
"
"Async Serial","data",1.77496464,0.00098944,""""
"Async Serial","data",1.77600608,0.00098944,"T"
"Async Serial","data",1.77704768,0.00098944,"h"
"Async Serial","data",1.7780896,0.00098944,"a"
"Async Serial","data",1.7791312,0.00098944,"t"
"Async Serial","data",1.78017296,0.00098944,"'"
"Async Serial","data",1.78121472,0.00098944,"s"
"Async Serial","data",1.78225632,0.00098944," "
"Async Serial","data",1.78329792,0.00098944,"w"
"Async Serial","data",1.78433968,0.00098944,"h"
"Async Serial","data",1.78538128,0.00098944,"a"
"Async Serial","data",1.78642288,0.00098944,"t"
"Async Serial","data",1.78746464,0.00098944," "
"Async Serial","data",1.7885064,0.00098944,"H"
"Async Serial","data",1.789548,0.00098944,"E"
"Async Serial","data",1.7905896,0.00098944," "
"Async Serial","data",1.79163104,0.00098944,"s"
"Async Serial","data",1.79267264,0.00098944,"a"
"Async Serial","data",1.79371424,0.00098944,"y"
"Async Serial","data",1.79475584,0.00098944,"s"
"Async Serial","data",1.79579744,0.00098944,"."
"Async Serial","data",1.79683904,0.00098944," "
"Async Serial","data",1.79788064,0.00098944," "
"Async Serial","data",1.79892224,0.00098944,"H"
"Async Serial","data",1.79996384,0.00098944,"e"
"Async Serial","data",1.8010056,0.00098944," "
"Async Serial","data",1.80204704,0.00098944,"p"
"Async Serial","data",1.80308864,0.00098944,"u"
"Async Serial","data",1.8041304,0.00098944,"t"
"Async Serial","data",1.80517216,0.00098944," "
"Async Serial","data",1.80621376,0.00098944,"t"
"Async Serial","data",1.80725552,0.00098944,"h"
"Async Serial","data",1.80829728,0.00098944,"e"
"Async Serial","data",1.80933904,0.00098944," "
"Async Serial","data",1.81038032,0.00098944,"p"
"Async Serial","data",1.81142176,0.00098944,"t"
"Async Serial","data",1.81246336,0.00098944,"e"
"Async Serial","data",1.8135048,0.00098944,"r"
"Async Serial","data",1.8145464,0.00098944,"o"
"Async Serial","data",1.815588,0.00098944,"d"
"Async Serial","data",1.8166296,0.00098944,"a"
"Async Serial","data",1.8176712,0.00098944,"c"
"Async Serial","data",1.8187128,0.00098944,"t"
"Async Serial","data",1.81975456,0.00098944,"y"
"Async Serial","data",1.82079616,0.00098944,"l"
"Async Serial","data",1.82183744,0.00098944," "
"Async Serial","data",1.82287904,0.00098944,"i"
"Async Serial","data",1.82392064,0.00098944,"n"
"Async Serial","data",1.8249624,0.00098944,"t"
"Async Serial","data",1.82600384,0.00098944,"o"
"Async Serial","data",1.82704544,0.00098944," "
"Async Serial","data",1.82808736,0.00098944,"y"
"Async Serial","data",1.82912896,0.00098944,"o"
"Async Serial","data",1.8301704,0.00098944,"u"
"Async Serial","data",1.831212,0.00098944,"r"
"Async Serial","data",1.83225376,0.00098944," "
"Async Serial","data",1.83329552,0.00098944,"h"
"Async Serial","data",1.83433712,0.00098944,"e"
"Async Serial","data",1.83537872,0.00098944,"a"
"Async Serial","data",1.83642032,0.00098944,"d"
"Async Serial","data",1.83746176,0.00098944,"."
"Async Serial","data",1.83850336,0.00098944,""""
"Async Serial","data",1.8395448,0.00098944,""
"Async Serial","data",1.84058672,0.00098944,"
"
"Async Serial","data",1.84162832,0.00098944,""
"Async Serial","data",1.84266992,0.00098944,"
"
"Async Serial","data",1.84371152,0.00098944,""""
"Async Serial","data",1.84475312,0.00098944,"W"
"Async Serial","data",1.84579488,0.00098944,"e"
"Async Serial","data",1.84683648,0.00098944,"l"
"Async Serial","data",1.84787808,0.00098944,"l"
"Async Serial","data",1.84891968,0.00098944,","
"Async Serial","data",1.84996128,0.00098944," "
"Async Serial","data",1.85100272,0.00098944,"t"
"Async Serial","data",1.85204448,0.00098944,"h"
"Async Serial","data",1.85308608,0.00098944,"e"
"Async Serial","data",1.85412784,0.00098944,"n"
"Async Serial","data",1.85516912,0.00098944,","
"Async Serial","data",1.85621056,0.00098944," "
"Async Serial","data",1.85725232,0.00098944,"t"
"Async Serial","data",1.85829392,0.00098944,"h"
"Async Serial","data",1.85933536,0.00098944,"e"
"Async Serial","data",1.8603768,0.00098944," "
"Async Serial","data",1.8614184,0.00098944,"b"
"Async Serial","data",1.86246,0.00098944,"o"
"Async Serial","data",1.8635016,0.00098944,"n"
"Async Serial","data",1.8645432,0.00098944,"e"
"Async Serial","data",1.8655848,0.00098944,"s"
"Async Serial","data",1.86662656,0.00098944,"?"
"Async Serial","data",1.86766832,0.00098944,""""
"Async Serial","data",1.86871008,0.00098944,""
"Async Serial","data",1.86975168,0.00098944,"
"
"Async Serial","data",1.87079328,0.00098944,""
"Async Serial","data",1.87183456,0.00098944,"
"
"Async Serial","data",1.87287648,0.00098944,""""
"Async Serial","data",1.87391808,0.00098944,"F"
"Async Serial","data",1.87495936,0.00098944,"i"
"Async Serial","data",1.8760008,0.00098944,"r"
"Async Serial","data",1.8770424,0.00098944,"s"
"Async Serial","data",1.87808368,0.00098944,"t"
"Async Serial","data",1.87912528,0.00098944," "
"Async Serial","data",1.88016704,0.00098944,"o"
"Async Serial","data",1.88120848,0.00098944,"n"
"Async Serial","data",1.88225008,0.00098944,"e"
"Async Serial","data",1.88329168,0.00098944," "
"Async Serial","data",1.88433328,0.00098944,"o"
"Async Serial","data",1.88537488,0.00098944,"u"
"Async Serial","data",1.88641648,0.00098944,"t"
"Async Serial","data",1.88745792,0.00098944," "
"Async Serial","data",1.8885,0.00098944,"o"
"Async Serial","data",1.8895416,0.00098944,"f"
"Async Serial","data",1.8905832,0.00098944," "
"Async Serial","data",1.8916248,0.00098944,"a"
"Async Serial","data",1.89266624,0.00098944,"n"
"Async Serial","data",1.893708,0.00098944," "
"Async Serial","data",1.8947496,0.00098944,"I"
"Async Serial","data",1.8957912,0.00098944,"r"
"Async Serial","data",1.89683296,0.00098944,"i"
"Async Serial","data",1.89787456,0.00098944,"s"
"Async Serial","data",1.898916,0.00098944,"h"
"Async Serial","data",1.89995744,0.00098944," "
"Async Serial","data",1.9009992,0.00098944,"s"
"Async Serial","data",1.90204096,0.00098944,"t"
"Async Serial","data",1.90308256,0.00098944,"e"
"Async Serial","data",1.90412432,0.00098944,"w"
"Async Serial","data",1.90516592,0.00098944,"."
"Async Serial","data",1.90620752,0.00098944," "
"Async Serial","data",1.90724912,0.00098944," "
"Async Serial","data",1.90829056,0.00098944,"S"
"Async Serial","data",1.90933216,0.00098944,"e"
"Async Serial","data",1.91037376,0.00098944,"c"
"Async Serial","data",1.91141536,0.00098944,"o"
"Async Serial","data",1.91245696,0.00098944,"n"
"Async Serial","data",1.91349856,0.00098944,"d"
"Async Serial","data",1.91454016,0.00098944," "
"Async Serial","data",1.91558176,0.00098944,"o"
"Async Serial","data",1.91662352,0.00098944,"n"
"Async Serial","data",1.91766512,0.00098944,"e"
"Async Serial","data",1.91870672,0.00098944," "
"Async Serial","data",1.91974848,0.00098944,"v"
"Async Serial","data",1.92079008,0.00098944,"a"
"Async Serial","data",1.92183168,0.00098944,"m"
"Async Serial","data",1.92287344,0.00098944,"p"
"Async Serial","data",1.92391504,0.00098944,"e"
"Async Serial","data",1.92495664,0.00098944,"d"
"Async Serial","data",1.92599824,0.00098944," "
"Async Serial","data",1.92703952,0.00098944,"u"
"Async Serial","data",1.92808112,0.00098944,"p"
"Async Serial","data",1.92912272,0.00098944," "
"Async Serial","data",1.93016432,0.00098944,"f"
"Async Serial","data",1.93120592,0.00098944,"o"
"Async Serial","data",1.93224752,0.00098944,"r"
"Async Serial","data",1.93328912,0.00098944," "
"Async Serial","data",1.93433072,0.00098944,"t"
"Async Serial","data",1.93537248,0.00098944,"h"
"Async Serial","data",1.93641408,0.00098944,"e"
"Async Serial","data",1.93745568,0.00098944,""
"Async Serial","data",1.93849728,0.00098944,"
"
"Async Serial","data",1.93953904,0.00098944,"o"
"Async Serial","data",1.94058048,0.00098944,"c"
"Async Serial","data",1.94162208,0.00098944,"c"
"Async Serial","data",1.94266368,0.00098944,"a"
"Async Serial","data",1.94370528,0.00098944,"s"
"Async Serial","data",1.94474672,0.00098944,"i"
"Async Serial","data",1.94578864,0.00098944,"o"
"Async Serial","data",1.94683056,0.00098944,"n"
"Async Serial","data",1.94787216,0.00098944,"."
"Async Serial","data",1.9489136,0.00098944," "
"Async Serial","data",1.9499552,0.00098944," "
"Async Serial","data",1.9509968,0.00098944,"I"
"Async Serial","data",1.9520384,0.00098944,"f"
"Async Serial","data",1.95308,0.00098944," "
"Async Serial","data",1.9541216,0.00098944,"y"
"Async Serial","data",1.95516368,0.00098944,"o"
"Async Serial","data",1.95620544,0.00098944,"u"
"Async Serial","data",1.95724704,0.00098944," "
"Async Serial","data",1.95828864,0.00098944,"a"
"Async Serial","data",1.95933024,0.00098944,"r"
"Async Serial","data",1.96037168,0.00098944,"e"
"Async Serial","data",1.96141344,0.00098944," "
"Async Serial","data",1.96245488,0.00098944,"c"
"Async Serial","data",1.96349632,0.00098944,"l"
"Async Serial","data",1.96453776,0.00098944,"e"
"Async Serial","data",1.96557968,0.00098944,"v"
"Async Serial","data",1.96662144,0.00098944,"e"
"Async Serial","data",1.96766304,0.00098944,"r"
"Async Serial","data",1.9687048,0.00098944," "
"Async Serial","data",1.96974656,0.00098944,"a"
"Async Serial","data",1.97078832,0.00098944,"n"
"Async Serial","data",1.97183008,0.00098944,"d"
"Async Serial","data",1.97287168,0.00098944," "
"Async Serial","data",1.97391296,0.00098944,"k"
"Async Serial","data",1.9749544,0.00098944,"n"
"Async Serial","data",1.97599584,0.00098944,"o"
"Async Serial","data",1.97703728,0.00098944,"w"
"Async Serial","data",1.97807888,0.00098944," "
"Async Serial","data",1.97912032,0.00098944,"y"
"Async Serial","data",1.98016176,0.00098944,"o"
"Async Serial","data",1.98120352,0.00098944,"u"
"Async Serial","data",1.98224496,0.00098944,"r"
"Async Serial","data",1.98328672,0.00098944," "
"Async Serial","data",1.98432848,0.00098944,"b"
"Async Serial","data",1.98537024,0.00098944,"u"
"Async Serial","data",1.986412,0.00098944,"s"
"Async Serial","data",1.98745376,0.00098944,"i"
"Async Serial","data",1.98849536,0.00098944,"n"
"Async Serial","data",1.9895368,0.00098944,"e"
"Async Serial","data",1.99057792,0.00098944,"s"
"Async Serial","data",1.99161952,0.00098944,"s"
"Async Serial","data",1.99266128,0.00098944," "
"Async Serial","data",1.99370304,0.00098944,"y"
"Async Serial","data",1.99474464,0.00098944,"o"
"Async Serial","data",1.9957864,0.00098944,"u"
"Async Serial","data",1.99682816,0.00098944," "
"Async Serial","data",1.99787008,0.00098944,"c"
"Async Serial","data",1.99891184,0.00098944,"a"
"Async Serial","data",1.9999536,0.00098944,"n"
"Async Serial","data",2.00099536,0.00098944," "
"Async Serial","data",2.00203696,0.00098944,"f"
"Async Serial","data",2.00307872,0.00098944,"a"
"Async Serial","data",2.00412048,0.00098944,"k"
"Async Serial","data",2.00516224,0.00098944,"e"
"Async Serial","data",2.00620368,0.00098944," "
"Async Serial","data",2.0072456,0.00098944,"a"
"Async Serial","data",2.0082872,0.00098944," "
"Async Serial","data",2.0093288,0.00098944,"b"
"Async Serial","data",2.01037056,0.00098944,"o"
"Async Serial","data",2.01141216,0.00098944,"n"
"Async Serial","data",2.0124536,0.00098944,"e"
"Async Serial","data",2.0134952,0.00098944,""
"Async Serial","data",2.0145368,0.00098944,"
"
"Async Serial","data",2.0155784,0.00098944,"a"
"Async Serial","data",2.01662,0.00098944,"s"
"Async Serial","data",2.01766144,0.00098944," "
"Async Serial","data",2.0187032,0.00098944,"e"
"Async Serial","data",2.0197448,0.00098944,"a"
"Async Serial","data",2.0207864,0.00098944,"s"
"Async Serial","data",2.02182784,0.00098944,"i"
"Async Serial","data",2.02286928,0.00098944,"l"
"Async Serial","data",2.02391088,0.00098944,"y"
"Async Serial","data",2.02495232,0.00098944," "
"Async Serial","data",2.02599392,0.00098944,"a"
"Async Serial","data",2.02703568,0.00098944,"s"
"Async Serial","data",2.0280776,0.00098944," "
"Async Serial","data",2.02911952,0.00098944,"y"
"Async Serial","data",2.03016112,0.00098944,"o"
"Async Serial","data",2.03120256,0.00098944,"u"
"Async Serial","data",2.03224432,0.00098944," "
"Async Serial","data",2.03328576,0.00098944,"c"
"Async Serial","data",2.03432704,0.00098944,"a"
"Async Serial","data",2.0353688,0.00098944,"n"
"Async Serial","data",2.03641072,0.00098944," "
"Async Serial","data",2.03745248,0.00098944,"a"
"Async Serial","data",2.03849408,0.00098944," "
"Async Serial","data",2.03953552,0.00098944,"p"
"Async Serial","data",2.04057712,0.00098944,"h"
"Async Serial","data",2.04161856,0.00098944,"o"
"Async Serial","data",2.04266032,0.00098944,"t"
"Async Serial","data",2.04370176,0.00098944,"o"
"Async Serial","data",2.0447432,0.00098944,"g"
"Async Serial","data",2.04578464,0.00098944,"r"
"Async Serial","data",2.04682592,0.00098944,"a"
"Async Serial","data",2.04786752,0.00098944,"p"
"Async Serial","data",2.04890912,0.00098944,"h"
"Async Serial","data",2.04995088,0.00098944,"."
"Async Serial","data",2.05099248,0.00098944,""""
"Async Serial","data",2.05203424,0.00098944,""
"Async Serial","data",2.05307584,0.00098944,"
"
"Async Serial","data",2.05411744,0.00098944,""
"Async Serial","data",2.05515952,0.00098944,"
"
"Async Serial","data",2.05620096,0.00098944,"I"
"Async Serial","data",2.05724272,0.00098944," "
"Async Serial","data",2.05828448,0.00098944,"b"
"Async Serial","data",2.05932592,0.00098944,"e"
"Async Serial","data",2.06036768,0.00098944,"g"
"Async Serial","data",2.06140928,0.00098944,"a"
"Async Serial","data",2.06245104,0.00098944,"n"
"Async Serial","data",2.06349264,0.00098944," "
"Async Serial","data",2.0645344,0.00098944,"t"
"Async Serial","data",2.065576,0.00098944,"o"
"Async Serial","data",2.0666176,0.00098944," "
"Async Serial","data",2.0676592,0.00098944,"f"
"Async Serial","data",2.0687008,0.00098944,"e"
"Async Serial","data",2.0697424,0.00098944,"e"
"Async Serial","data",2.07078368,0.00098944,"l"
"Async Serial","data",2.07182528,0.00098944," "
"Async Serial","data",2.07286688,0.00098944,"u"
"Async Serial","data",2.07390848,0.00098944,"n"
"Async Serial","data",2.07495008,0.00098944,"e"
"Async Serial","data",2.07599168,0.00098944,"a"
"Async Serial","data",2.0770336,0.00098944,"s"
"Async Serial","data",2.07807536,0.00098944,"y"
"Async Serial","data",2.07911712,0.00098944,"."
"Async Serial","data",2.08015888,0.00098944," "
"Async Serial","data",2.08120048,0.00098944," "
"Async Serial","data",2.08224224,0.00098944,"P"
"Async Serial","data",2.08328384,0.00098944,"e"
"Async Serial","data",2.08432544,0.00098944,"r"
"Async Serial","data",2.08536688,0.00098944,"h"
"Async Serial","data",2.08640848,0.00098944,"a"
"Async Serial","data",2.08744992,0.00098944,"p"
"Async Serial","data",2.08849152,0.00098944,"s"
"Async Serial","data",2.08953312,0.00098944,","
"Async Serial","data",2.09057488,0.00098944," "
"Async Serial","data",2.09161648,0.00098944,"a"
"Async Serial","data",2.09265824,0.00098944,"f"
"Async Serial","data",2.0937,0.00098944,"t"
"Async Serial","data",2.09474176,0.00098944,"e"
"Async Serial","data",2.09578336,0.00098944,"r"
"Async Serial","data",2.09682496,0.00098944," "
"Async Serial","data",2.09786656,0.00098944,"a"
"Async Serial","data",2.09890816,0.00098944,"l"
"Async Serial","data",2.09994992,0.00098944,"l"
"Async Serial","data",2.10099152,0.00098944,","
"Async Serial","data",2.10203344,0.00098944," "
"Async Serial","data",2.10307488,0.00098944,"I"
"Async Serial","data",2.10411632,0.00098944," "
"Async Serial","data",2.10515792,0.00098944,"h"
"Async Serial","data",2.10619936,0.00098944,"a"
"Async Serial","data",2.10724096,0.00098944,"d"
"Async Serial","data",2.10828256,0.00098944," "
"Async Serial","data",2.10932432,0.00098944,"b"
"Async Serial","data",2.11036608,0.00098944,"e"
"Async Serial","data",2.11140768,0.00098944,"e"
"Async Serial","data",2.11244928,0.00098944,"n"
"Async Serial","data",2.11349104,0.00098944," "
"Async Serial","data",2.11453248,0.00098944,"p"
"Async Serial","data",2.11557408,0.00098944,"r"
"Async Serial","data",2.11661552,0.00098944,"e"
"Async Serial","data",2.11765744,0.00098944,"m"
"Async Serial","data",2.11869888,0.00098944,"a"
"Async Serial","data",2.11974032,0.00098944,"t"
"Async Serial","data",2.12078192,0.00098944,"u"
"Async Serial","data",2.12182336,0.00098944,"r"
"Async Serial","data",2.12286496,0.00098944,"e"
"Async Serial","data",2.1239064,0.00098944," "
"Async Serial","data",2.12494848,0.00098944,"i"
"Async Serial","data",2.12599024,0.00098944,"n"
"Async Serial","data",2.12703216,0.00098944," "
"Async Serial","data",2.12807376,0.00098944,"m"
"Async Serial","data",2.12911536,0.00098944,"y"
"Async Serial","data",2.13015696,0.00098944,""
"Async Serial","data",2.13119872,0.00098944,"
"
"Async Serial","data",2.13224032,0.00098944,"a"
"Async Serial","data",2.13328224,0.00098944,"c"
"Async Serial","data",2.13432368,0.00098944,"q"
"Async Serial","data",2.13536528,0.00098944,"u"
"Async Serial","data",2.13640688,0.00098944,"i"
"Async Serial","data",2.13744896,0.00098944,"e"
"Async Serial","data",2.1384904,0.00098944,"s"
"Async Serial","data",2.13953184,0.00098944,"c"
"Async Serial","data",2.14057344,0.00098944,"e"
"Async Serial","data",2.14161504,0.00098944,"n"
"Async Serial","data",2.1426568,0.00098944,"c"
"Async Serial","data",2.1436984,0.00098944,"e"
"Async Serial","data",2.14474,0.00098944,"."
"Async Serial","data",2.1457816,0.00098944," "
"Async Serial","data",2.14682368,0.00098944," "
"Async Serial","data",2.14786544,0.00098944,"T"
"Async Serial","data",2.1489072,0.00098944,"h"
"Async Serial","data",2.1499488,0.00098944,"e"
"Async Serial","data",2.15099056,0.00098944,"n"
"Async Serial","data",2.152032,0.00098944," "
"Async Serial","data",2.15307328,0.00098944,"I"
"Async Serial","data",2.15411504,0.00098944," "
"Async Serial","data",2.1551568,0.00098944,"h"
"Async Serial","data",2.1561984,0.00098944,"a"
"Async Serial","data",2.15724016,0.00098944,"d"
"Async Serial","data",2.15828176,0.00098944," "
"Async Serial","data",2.15932352,0.00098944,"a"
"Async Serial","data",2.16036512,0.00098944," "
"Async Serial","data",2.16140672,0.00098944,"s"
"Async Serial","data",2.16244848,0.00098944,"u"
"Async Serial","data",2.16349008,0.00098944,"d"
"Async Serial","data",2.16453184,0.00098944,"d"
"Async Serial","data",2.16557344,0.00098944,"e"
"Async Serial","data",2.16661504,0.00098944,"n"
"Async Serial","data",2.1676568,0.00098944," "
"Async Serial","data",2.1686984,0.00098944,"h"
"Async Serial","data",2.16974016,0.00098944,"a"
"Async Serial","data",2.17078176,0.00098944,"p"
"Async Serial","data",2.17182352,0.00098944,"p"
"Async Serial","data",2.17286512,0.00098944,"y"
"Async Serial","data",2.17390688,0.00098944," "
"Async Serial","data",2.17494832,0.00098944,"t"
"Async Serial","data",2.17598976,0.00098944,"h"
"Async Serial","data",2.17703168,0.00098944,"o"
"Async Serial","data",2.17807344,0.00098944,"u"
"Async Serial","data",2.17911504,0.00098944,"g"
"Async Serial","data",2.18015632,0.00098944,"h"
"Async Serial","data",2.18119808,0.00098944,"t"
"Async Serial","data",2.18223968,0.00098944,"."
"Async Serial","data",2.18328128,0.00098944,""
"Async Serial","data",2.18432272,0.00098944,"
"
"Async Serial","data",2.18536432,0.00098944,""
"Async Serial","data",2.18640576,0.00098944,"
"
"Async Serial","data",2.18744752,0.00098944,""""
"Async Serial","data",2.18848928,0.00098944,"W"
"Async Serial","data",2.18953104,0.00098944,"i"
"Async Serial","data",2.1905728,0.00098944,"l"
"Async Serial","data",2.19161456,0.00098944,"l"
"Async Serial","data",2.19265648,0.00098944," "
"Async Serial","data",2.19369856,0.00098944,"y"
"Async Serial","data",2.19474016,0.00098944,"o"
"Async Serial","data",2.19578176,0.00098944,"u"
